Zoo Name,Location,City,State,SpeciesID,Species Name,Opening Balance - Male,Opening Balance - Female,Opening Balance - Unknown Sex,Opening Balance - Total,Birth - Male,Birth - Female,Birth - Unknown Sex,Acquisition - Male,Acquisition - Female,Acquisition - Unknown Sex,Death - Male,Death - Female,Death - Unknown Sex,Disposal - Male,Disposal - Female,Disposal - Unknown Sex,Closing Balance - Male,Closing Balance - Female,Closing Balance - Unknown Sex,Closing Balance - Total,Zoo Size,Total_Birth,Total_Acquisition,Total_Death,Total_Disposal,Calculated_Closing,Reporting_Error,Zone,Net_Growth,Is_Endangered,Mortality_Rate
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,56.0,*Himalayan Black (Ursus ) Bear thibetanus laniger,13.0,2.0,8.0,3.0,7.0,9.0,6.0,13.0,8.0,6.0,15.0,15.0,8.0,9.0,5.0,7.0,12.0,2.0,9.0,3.0,Large,22.0,27.0,38.0,21.0,-7.0,True,North,-10.0,False,12.67
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,57.0,Hybrid Lion (Panthera ) leo (hybrid),3.0,3.0,5.0,4.0,10.0,12.0,15.0,13.0,14.0,12.0,2.0,7.0,5.0,10.0,10.0,3.0,6.0,3.0,14.0,4.0,Large,37.0,39.0,14.0,23.0,43.0,True,North,39.0,False,3.5
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,58.0,Indian Crested (Hystrix ) Porcupine indica,3.0,2.0,5.0,10.0,11.0,10.0,13.0,13.0,15.0,9.0,10.0,4.0,11.0,6.0,14.0,8.0,3.0,2.0,5.0,10.0,Large,34.0,37.0,25.0,28.0,28.0,True,North,18.0,False,2.5
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,59.0,*Indian Hog Deer (Axis ) porcinus,5.0,17.0,2.0,24.0,12.0,2.0,15.0,4.0,15.0,5.0,5.0,14.0,2.0,6.0,2.0,11.0,5.0,16.0,16.0,37.0,Large,29.0,24.0,21.0,19.0,37.0,False,North,13.0,False,0.88
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,60.0,Indian Muntjac (Muntiacus ) muntjak,12.0,9.0,11.0,21.0,4.0,13.0,5.0,10.0,7.0,2.0,15.0,7.0,2.0,4.0,4.0,5.0,8.0,5.0,13.0,13.0,Large,22.0,19.0,24.0,13.0,25.0,True,North,4.0,False,1.14
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,61.0,*Indian Wolf (Canis lupus ) pallipes,11.0,13.0,6.0,2.0,8.0,3.0,14.0,13.0,12.0,8.0,2.0,15.0,4.0,6.0,10.0,7.0,2.0,2.0,15.0,4.0,Large,25.0,33.0,21.0,23.0,16.0,True,North,14.0,False,10.5
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,62.0,*Jungle Cat (Felis chaus ),2.0,13.0,10.0,3.0,8.0,15.0,15.0,9.0,6.0,11.0,12.0,12.0,8.0,5.0,8.0,7.0,2.0,15.0,6.0,3.0,Large,38.0,26.0,32.0,20.0,15.0,True,North,12.0,False,10.67
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,63.0,*Leopard (Panthera ) pardus,10.0,8.0,9.0,18.0,2.0,14.0,8.0,2.0,8.0,10.0,5.0,15.0,5.0,2.0,2.0,14.0,10.0,6.0,4.0,16.0,Large,24.0,20.0,25.0,18.0,19.0,True,North,1.0,False,1.39
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,64.0,*Leopard Cat (Prionailurus ) bengalensis,12.0,14.0,15.0,2.0,12.0,8.0,7.0,5.0,3.0,13.0,4.0,5.0,6.0,3.0,15.0,8.0,10.0,15.0,14.0,2.0,Large,27.0,21.0,15.0,26.0,9.0,True,North,7.0,False,7.5
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,65.0,*Lion-tailed (Macaca ) Macaque silenus,13.0,3.0,12.0,2.0,4.0,6.0,11.0,4.0,8.0,14.0,13.0,14.0,3.0,6.0,13.0,2.0,14.0,4.0,7.0,2.0,Large,21.0,26.0,30.0,21.0,-2.0,True,North,-4.0,False,15.0
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,67.0,Masai Giraffe (Giraffa ) tippelskirchi,3.0,7.0,7.0,4.0,12.0,4.0,12.0,14.0,3.0,7.0,14.0,11.0,4.0,9.0,8.0,5.0,2.0,4.0,13.0,10.0,Large,28.0,24.0,29.0,22.0,5.0,True,North,1.0,False,7.25
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,68.0,Sambar Deer (Rusa ) unicolor,3.0,3.0,12.0,6.0,3.0,15.0,8.0,11.0,7.0,14.0,12.0,7.0,7.0,4.0,12.0,13.0,3.0,3.0,5.0,7.0,Large,26.0,32.0,26.0,29.0,9.0,True,North,3.0,False,4.33
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,69.0,*Sloth Bear (Melursus ) ursinus,2.0,5.0,14.0,3.0,5.0,4.0,15.0,2.0,9.0,6.0,14.0,9.0,5.0,9.0,11.0,3.0,2.0,13.0,6.0,3.0,Large,24.0,17.0,28.0,23.0,-7.0,True,North,-10.0,False,9.33
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,70.0,Striped Hyena (Hyaena ) hyaena,11.0,4.0,8.0,4.0,15.0,6.0,8.0,14.0,15.0,13.0,2.0,5.0,7.0,3.0,6.0,15.0,6.0,5.0,10.0,4.0,Large,29.0,42.0,14.0,24.0,37.0,True,North,33.0,False,3.5
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,71.0,*Tiger (Panthera ) (leucistic/White) tigris,13.0,2.0,14.0,3.0,15.0,13.0,14.0,4.0,4.0,8.0,10.0,4.0,12.0,13.0,12.0,11.0,3.0,2.0,12.0,3.0,Large,42.0,16.0,26.0,36.0,-1.0,True,North,-4.0,False,8.67
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,46.96859169199595,Reptilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large,0.0,0.0,0.0,0.0,0.0,False,North,0.0,False,0.0
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,72.0,"*Black Pond Turtle, (Geoclemys ) Spotted pond turtle hamiltonii",12.0,15.0,3.0,27.0,12.0,8.0,13.0,12.0,4.0,2.0,15.0,7.0,15.0,10.0,9.0,14.0,12.0,15.0,15.0,27.0,Large,33.0,18.0,37.0,33.0,8.0,True,North,-19.0,False,1.37
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,73.0,*Common Rat (Ptyas ) Snake mucosa,9.0,6.0,3.0,4.0,5.0,4.0,10.0,12.0,12.0,4.0,3.0,13.0,6.0,15.0,5.0,4.0,5.0,7.0,3.0,4.0,Large,19.0,28.0,22.0,24.0,5.0,True,North,1.0,False,5.5
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,74.0,Common Sand (Gongylophi ) Boa s conicus,3.0,2.0,2.0,7.0,5.0,9.0,7.0,4.0,11.0,13.0,4.0,7.0,4.0,8.0,9.0,4.0,3.0,2.0,2.0,7.0,Large,21.0,28.0,15.0,21.0,20.0,True,North,13.0,False,2.14
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,75.0,*Gharial (Gavialis ) gangeticus,11.0,2.0,7.0,10.0,9.0,6.0,5.0,15.0,2.0,4.0,9.0,15.0,14.0,10.0,8.0,5.0,15.0,2.0,7.0,10.0,Large,20.0,21.0,38.0,23.0,-10.0,True,North,-20.0,False,3.8
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,76.0,*Indian Rock (Python ) Python molurus,14.0,7.0,2.0,23.0,7.0,9.0,12.0,12.0,7.0,14.0,14.0,14.0,9.0,10.0,11.0,14.0,14.0,7.0,2.0,23.0,Large,28.0,33.0,37.0,35.0,12.0,True,North,-11.0,False,1.61
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,77.0,Indian Star (Geochelone ) Tortoise elegans,12.0,6.0,6.0,6.0,6.0,10.0,3.0,8.0,6.0,15.0,3.0,6.0,5.0,5.0,6.0,7.0,2.0,2.0,5.0,7.0,Large,19.0,29.0,14.0,18.0,22.0,True,North,16.0,False,2.33
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,78.0,*Marsh Crocodile (Crocodylus ) palustris,3.0,3.0,7.0,13.0,4.0,6.0,3.0,12.0,3.0,13.0,14.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,7.0,13.0,Large,13.0,28.0,21.0,9.0,24.0,True,North,11.0,False,1.62
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,79.0,Red Sand Boa (Eryx johnii ),2.0,2.0,6.0,10.0,14.0,5.0,6.0,13.0,4.0,11.0,6.0,12.0,8.0,5.0,2.0,9.0,2.0,2.0,6.0,10.0,Large,25.0,28.0,26.0,16.0,21.0,True,North,11.0,False,2.6
Nawab Wajid Ali Shah Zoological Garden,Lucknow,Lucknow,Uttar Pradesh,81.0,*Spectacled Cobra (Naja naja ),4.0,9.0,4.0,4.0,10.0,5.0,5.0,8.0,15.0,12.0,10.0,13.0,8.0,3.0,12.0,15.0,14.0,6.0,4.0,4.0,Large,20.0,35.0,31.0,30.0,-2.0,True,North,-6.0,False,7.75
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,1.0,"Bull frog, Indian (Hoplobatrac ) Bullfrog, Tiger hus Frog, Tiger peters tigerinus frog",6.0,2.0,5.0,2.0,4.0,6.0,15.0,8.0,14.0,5.0,7.0,15.0,11.0,2.0,15.0,11.0,4.0,8.0,10.0,2.0,Large,25.0,27.0,33.0,28.0,-7.0,True,South,-9.0,False,16.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,2.0,Southeast Asian (Duttaphryn ) Toad us melanostict us,2.0,2.0,2.0,6.0,11.0,12.0,3.0,7.0,4.0,8.0,5.0,15.0,15.0,4.0,4.0,3.0,2.0,2.0,2.0,6.0,Large,26.0,19.0,35.0,11.0,5.0,True,South,-1.0,False,5.83
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,46.96859169199595,Aves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Large,0.0,0.0,0.0,0.0,0.0,False,South,0.0,False,0.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,3.0,Alexandrine (Psittacula ) Parakeet eupatria,10.0,7.0,16.0,33.0,10.0,10.0,14.0,2.0,2.0,9.0,12.0,11.0,8.0,8.0,6.0,9.0,12.0,9.0,16.0,37.0,Large,34.0,13.0,31.0,23.0,26.0,True,South,-7.0,False,0.94
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,4.0,Asian Koel (Eudynamys ) scolopaceu s,3.0,12.0,14.0,2.0,11.0,8.0,14.0,8.0,13.0,9.0,7.0,6.0,13.0,8.0,9.0,2.0,5.0,12.0,11.0,2.0,Large,33.0,30.0,26.0,19.0,20.0,True,South,18.0,False,13.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,5.0,Asian Pied Starling (Gracupica ) contra,4.0,7.0,5.0,12.0,3.0,9.0,11.0,2.0,10.0,14.0,6.0,15.0,12.0,9.0,4.0,2.0,9.0,9.0,11.0,3.0,Large,23.0,26.0,33.0,15.0,13.0,True,South,1.0,False,2.75
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,6.0,Bar-headed (Anser ) Goose indicus,4.0,3.0,3.0,3.0,8.0,5.0,7.0,5.0,7.0,14.0,4.0,5.0,11.0,4.0,13.0,10.0,4.0,12.0,3.0,3.0,Large,20.0,26.0,20.0,27.0,2.0,True,South,-1.0,False,6.67
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,7.0,Barbary Dove (Streptopelia ) risoria,22.0,23.0,4.0,49.0,8.0,2.0,8.0,8.0,4.0,6.0,2.0,2.0,3.0,12.0,8.0,14.0,20.0,21.0,4.0,45.0,Large,18.0,18.0,7.0,34.0,44.0,True,South,-5.0,False,0.14
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,8.0,Baya Weaver (Ploceus ) philippinus,8.0,6.0,21.0,21.0,9.0,7.0,8.0,14.0,7.0,3.0,12.0,4.0,7.0,4.0,8.0,13.0,6.0,2.0,21.0,21.0,Large,24.0,24.0,23.0,25.0,21.0,False,South,0.0,False,1.1
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,9.0,Black Kite (Milvus ) migrans,3.0,4.0,3.0,10.0,15.0,6.0,3.0,9.0,4.0,10.0,8.0,6.0,12.0,13.0,6.0,11.0,3.0,4.0,3.0,10.0,Large,24.0,23.0,26.0,30.0,1.0,True,South,-9.0,False,2.6
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,10.0,Black Swan (Cygnus ) atratus,2.0,2.0,7.0,4.0,10.0,13.0,5.0,9.0,2.0,13.0,4.0,8.0,4.0,13.0,15.0,13.0,2.0,2.0,14.0,4.0,Large,28.0,24.0,16.0,41.0,-1.0,True,South,-5.0,False,4.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,11.0,"Black-capped (Lorius lory ) Lory, Western Black-capped Lory",3.0,10.0,2.0,2.0,3.0,11.0,15.0,15.0,3.0,8.0,10.0,11.0,12.0,10.0,5.0,7.0,14.0,15.0,2.0,2.0,Large,29.0,26.0,33.0,22.0,2.0,False,South,0.0,False,16.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,13.0,Black-headed Ibis (Threskiorni ) s melanocep halus,13.0,13.0,20.0,20.0,6.0,3.0,4.0,12.0,10.0,8.0,12.0,2.0,15.0,12.0,3.0,4.0,9.0,13.0,24.0,24.0,Large,13.0,30.0,29.0,19.0,15.0,True,South,-5.0,False,1.45
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,14.0,"Black-masked (Agapornis ) Lovebird, Masked personatus Lovebird, Yellow-collared Lovebird",5.0,9.0,40.0,40.0,3.0,7.0,2.0,7.0,9.0,4.0,3.0,7.0,3.0,13.0,12.0,4.0,7.0,6.0,42.0,42.0,Large,12.0,20.0,13.0,29.0,30.0,True,South,-10.0,False,0.32
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,15.0,Black-necked (Ephippiorhy ) Stork nchus asiaticus,10.0,12.0,13.0,2.0,3.0,4.0,13.0,2.0,2.0,10.0,3.0,8.0,2.0,15.0,15.0,5.0,14.0,14.0,2.0,2.0,Large,20.0,14.0,13.0,35.0,-12.0,True,South,-14.0,False,6.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,16.0,Blossom-headed (Psittacula ) Parakeet roseata,2.0,2.0,5.0,4.0,6.0,12.0,14.0,3.0,4.0,13.0,11.0,3.0,7.0,8.0,6.0,13.0,2.0,2.0,8.0,4.0,Large,32.0,20.0,21.0,27.0,8.0,True,South,4.0,False,5.25
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,17.0,"Blue-and-gold (Ara ) Macaw, ararauna Blue-and-yellow Macaw",11.0,7.0,6.0,8.0,6.0,3.0,9.0,7.0,13.0,6.0,11.0,14.0,5.0,4.0,5.0,14.0,6.0,5.0,6.0,8.0,Large,18.0,26.0,30.0,23.0,-1.0,True,South,-9.0,False,3.75
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,18.0,Brahminy Starling (Sturnia ) pagodarum,13.0,2.0,12.0,3.0,13.0,5.0,9.0,9.0,4.0,12.0,4.0,3.0,13.0,15.0,15.0,9.0,14.0,2.0,10.0,3.0,Large,27.0,25.0,20.0,39.0,-4.0,True,South,-7.0,False,6.67
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,19.0,Brown Fish Owl (Ketupa ) zeylonensis,2.0,6.0,2.0,2.0,4.0,4.0,12.0,8.0,6.0,8.0,8.0,3.0,12.0,10.0,7.0,10.0,9.0,13.0,2.0,2.0,Large,20.0,22.0,23.0,27.0,-6.0,True,South,-8.0,False,11.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,20.0,Budgerigar (Melopsittac ) us undulatus,21.0,24.0,26.0,71.0,8.0,15.0,11.0,3.0,5.0,14.0,15.0,11.0,13.0,9.0,11.0,13.0,21.0,24.0,26.0,71.0,Large,34.0,22.0,39.0,33.0,55.0,True,South,-16.0,False,0.55
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,21.0,"Burrowing (Cyanoliseu ) Parakeet, s Burrowing parrot, patagonus Patagonian Conure",4.0,13.0,8.0,2.0,10.0,4.0,15.0,9.0,10.0,10.0,3.0,5.0,6.0,11.0,5.0,5.0,11.0,7.0,4.0,2.0,Large,29.0,29.0,14.0,21.0,25.0,True,South,23.0,False,7.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,23.0,*Cheer Pheasant (Catreus ) wallichii,12.0,10.0,6.0,5.0,9.0,8.0,13.0,2.0,8.0,4.0,7.0,15.0,13.0,2.0,12.0,9.0,2.0,14.0,11.0,3.0,Large,30.0,14.0,35.0,23.0,-9.0,True,South,-14.0,False,7.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,24.0,Chestnut-bellied (Pterocles ) Sandgrouse exustus,8.0,2.0,8.0,3.0,10.0,2.0,4.0,12.0,5.0,8.0,15.0,8.0,6.0,2.0,9.0,14.0,10.0,2.0,2.0,3.0,Large,16.0,25.0,29.0,25.0,-10.0,True,South,-13.0,False,9.67
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,25.0,Cockatiel (Nymphicus ) hollandicus,11.0,12.0,59.0,82.0,7.0,7.0,10.0,12.0,8.0,13.0,14.0,7.0,6.0,15.0,11.0,5.0,11.0,12.0,59.0,82.0,Large,24.0,33.0,27.0,31.0,81.0,True,South,-1.0,False,0.33
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,26.0,Common Barn (Tyto alba ) Owl,7.0,8.0,3.0,3.0,3.0,15.0,4.0,12.0,5.0,3.0,4.0,2.0,14.0,13.0,4.0,5.0,11.0,13.0,3.0,3.0,Large,22.0,20.0,20.0,22.0,3.0,False,South,0.0,False,6.67
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,27.0,*Common Hill Myna (Gracula ) religiosa,13.0,4.0,13.0,8.0,3.0,15.0,12.0,6.0,11.0,11.0,5.0,11.0,14.0,15.0,12.0,12.0,2.0,15.0,5.0,14.0,Large,30.0,28.0,30.0,39.0,-3.0,True,South,-11.0,False,3.75
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,28.0,Common Kestrel (Falco ) tinnunculus,2.0,4.0,2.0,2.0,14.0,14.0,4.0,10.0,3.0,2.0,4.0,12.0,11.0,2.0,4.0,3.0,4.0,10.0,2.0,2.0,Large,32.0,15.0,27.0,9.0,13.0,True,South,11.0,False,13.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,29.0,Common Myna (Acridothere ) s tristis,9.0,14.0,15.0,3.0,7.0,5.0,13.0,5.0,10.0,2.0,7.0,12.0,15.0,9.0,15.0,11.0,3.0,15.0,8.0,3.0,Large,25.0,17.0,34.0,35.0,-24.0,True,South,-27.0,False,11.33
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,30.0,Common Quail (Coturnix ) coturnix,8.0,8.0,10.0,10.0,4.0,13.0,5.0,2.0,5.0,10.0,14.0,7.0,13.0,6.0,15.0,8.0,10.0,8.0,9.0,9.0,Large,22.0,17.0,34.0,29.0,-14.0,True,South,-24.0,False,3.4
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,31.0,"Common Rhea, (Rhea ) Greater Rhea americana",3.0,4.0,2.0,9.0,5.0,6.0,2.0,12.0,8.0,12.0,6.0,9.0,15.0,8.0,3.0,4.0,2.0,15.0,6.0,3.0,Large,13.0,32.0,30.0,15.0,9.0,True,South,0.0,False,3.33
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,32.0,Common Teal (Anas ) crecca,12.0,5.0,15.0,11.0,14.0,12.0,6.0,4.0,8.0,10.0,9.0,11.0,9.0,8.0,10.0,4.0,3.0,15.0,5.0,6.0,Large,32.0,22.0,29.0,22.0,14.0,True,South,3.0,False,2.64
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,33.0,"Common ostrich, (Struthio ) Ostrich camelus",7.0,2.0,4.0,9.0,9.0,9.0,9.0,2.0,12.0,6.0,12.0,13.0,10.0,2.0,15.0,8.0,5.0,4.0,2.0,6.0,Large,27.0,20.0,35.0,25.0,-4.0,True,South,-13.0,False,3.89
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,34.0,Dove (Columbidae ) sp.,9.0,2.0,47.0,47.0,12.0,5.0,15.0,3.0,6.0,14.0,7.0,4.0,12.0,15.0,15.0,12.0,14.0,7.0,47.0,47.0,Large,32.0,23.0,23.0,42.0,37.0,True,South,-10.0,False,0.49
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,35.0,Eclectus Parrot (Eclectus ) roratus,12.0,7.0,9.0,2.0,14.0,4.0,12.0,15.0,10.0,5.0,3.0,10.0,8.0,2.0,10.0,15.0,12.0,5.0,15.0,2.0,Large,30.0,30.0,21.0,27.0,14.0,True,South,12.0,False,10.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,36.0,Emu (Dromaius ) novaehollan diae,4.0,8.0,4.0,16.0,14.0,2.0,2.0,2.0,8.0,6.0,9.0,13.0,14.0,5.0,14.0,8.0,3.0,7.0,6.0,16.0,Large,18.0,16.0,36.0,27.0,-13.0,True,South,-29.0,False,2.25
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,38.0,*Eurasian Spoonbill (Platalea ) leucorodia,2.0,3.0,9.0,14.0,7.0,3.0,3.0,15.0,14.0,13.0,7.0,3.0,3.0,5.0,14.0,3.0,8.0,2.0,9.0,12.0,Large,13.0,42.0,13.0,22.0,34.0,True,South,20.0,False,0.93
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,39.0,Fischer's Lovebird (Agapornis ) fischeri,10.0,14.0,36.0,60.0,3.0,5.0,2.0,8.0,9.0,7.0,8.0,7.0,4.0,2.0,10.0,4.0,10.0,14.0,38.0,62.0,Large,10.0,24.0,19.0,16.0,59.0,True,South,-1.0,False,0.32
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,40.0,*Fulvous Whistling (Dendrocygn ) Duck a bicolor,3.0,4.0,5.0,12.0,14.0,11.0,14.0,8.0,7.0,7.0,14.0,4.0,5.0,3.0,14.0,12.0,3.0,4.0,5.0,12.0,Large,39.0,22.0,23.0,29.0,21.0,True,South,9.0,False,1.92
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,41.0,Garganey (Spatula ) querquedul a,7.0,7.0,3.0,13.0,4.0,12.0,9.0,13.0,3.0,12.0,3.0,11.0,12.0,15.0,5.0,10.0,7.0,2.0,11.0,4.0,Large,25.0,28.0,26.0,30.0,10.0,True,South,-3.0,False,2.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,42.0,Golden Pheasant (Chrysoloph ) us pictus,3.0,2.0,5.0,5.0,2.0,4.0,2.0,3.0,4.0,7.0,14.0,9.0,7.0,2.0,9.0,15.0,3.0,5.0,8.0,8.0,Large,8.0,14.0,30.0,26.0,-29.0,True,South,-34.0,False,6.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,43.0,Great Cormorant (Phalacrocor ) ax carbo,12.0,5.0,18.0,18.0,9.0,11.0,2.0,2.0,12.0,3.0,14.0,8.0,13.0,9.0,2.0,2.0,8.0,12.0,20.0,20.0,Large,22.0,17.0,35.0,13.0,9.0,True,South,-9.0,False,1.94
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,44.0,Great Egret (Ardea alba ),10.0,10.0,8.0,20.0,10.0,2.0,4.0,9.0,7.0,6.0,14.0,10.0,5.0,3.0,2.0,4.0,7.0,10.0,2.0,17.0,Large,16.0,22.0,29.0,9.0,20.0,True,South,0.0,False,1.45
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,45.0,Great White (Pelecanus ) Pelican onocrotalus,2.0,2.0,2.0,6.0,3.0,10.0,10.0,13.0,2.0,10.0,7.0,3.0,11.0,14.0,5.0,11.0,2.0,2.0,2.0,6.0,Large,23.0,25.0,21.0,30.0,3.0,True,South,-3.0,False,3.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,46.0,Greater Flamingo (Phoenicopt ) erus roseus,2.0,13.0,5.0,4.0,12.0,15.0,11.0,11.0,7.0,3.0,5.0,8.0,14.0,2.0,11.0,7.0,2.0,10.0,6.0,4.0,Large,38.0,21.0,27.0,20.0,16.0,True,South,12.0,False,6.75
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,47.0,"Greater (Cacatua ) Sulphur-crested galerita Cockatoo, Sulphur-crested Cockatoo",5.0,3.0,12.0,15.0,5.0,15.0,6.0,8.0,15.0,13.0,8.0,9.0,4.0,5.0,9.0,8.0,9.0,6.0,12.0,5.0,Large,26.0,36.0,21.0,22.0,34.0,True,South,19.0,False,1.4
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,48.0,"Green winged (Ara ) Macaw, Red green chloropteru Macaw s",12.0,15.0,4.0,2.0,13.0,9.0,13.0,4.0,8.0,9.0,3.0,13.0,11.0,3.0,13.0,3.0,9.0,13.0,8.0,2.0,Large,35.0,21.0,27.0,19.0,12.0,True,South,10.0,False,13.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,49.0,Grey Francolin (Francolinus ) pondicerian us,10.0,2.0,3.0,6.0,6.0,2.0,6.0,15.0,2.0,8.0,2.0,5.0,11.0,15.0,5.0,15.0,11.0,2.0,3.0,6.0,Large,14.0,25.0,18.0,35.0,-8.0,True,South,-14.0,False,3.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,51.0,Grey Junglefowl (Gallus ) sonneratii,2.0,3.0,8.0,13.0,3.0,14.0,7.0,3.0,14.0,14.0,14.0,2.0,5.0,2.0,13.0,10.0,5.0,4.0,12.0,9.0,Large,24.0,31.0,21.0,25.0,22.0,True,South,9.0,False,1.62
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,52.0,"Grey Parrot, (Psittacus ) Jacquot erithacus",2.0,5.0,2.0,4.0,15.0,2.0,15.0,11.0,13.0,13.0,14.0,7.0,11.0,8.0,2.0,6.0,14.0,8.0,2.0,4.0,Large,32.0,37.0,32.0,16.0,25.0,True,South,21.0,False,8.0
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,53.0,"Grey Parrot, (Psittacus ) Jacquot(ssp.timne erithacus h) timneh",8.0,4.0,6.0,2.0,10.0,2.0,4.0,10.0,2.0,2.0,14.0,4.0,7.0,9.0,13.0,9.0,2.0,2.0,8.0,2.0,Large,16.0,14.0,25.0,31.0,-24.0,True,South,-26.0,False,12.5
Nehru Zoological Park,Hyderabad,Hyderabad,Telangana,54.0,Himalayan Vulture (Gyps ) himalayensi s,2.0,10.0,10.0,4.0,8.0,9.0,13.0,4.0,7.0,12.0,2.0,13.0,2.0,13.0,6.0,9.0,11.0,9.0,14.0,2.0,Large,30.0,23.0,17.0,28.0,12.0,True,South,8.0,False,4.25
